2.06301	-0.433021	0.572985	1.42265	-3.30419	0.526754	0.0762321	1.61657	0.776447	0.183306	35.8216	0.183306	0.776447	1.61657	0.0762321	0.526754	-3.30419	1.42265	0.572985	-0.433021	2.06301	0.652292	0.981409	-1.29833	0.30217	0.956828	-4.0792	1.79581	-0.059869	-0.12712	0.605728	0.395527	0.97489	0.244893	-0.597143	-0.0133082	-3.24438	-0.701438	-2.18574	-2.63073	-0.036289	-1.23186	3.85691	0.504984	0.784554	1.40925	-0.170253	-0.602672	-2.83704	1.00846	0.0369784	-0.999872	4.12648	0.921033	3.36904	0.655865	-0.823606	1.12547	-3.84953	-0.661573	-0.766611	-0.601294	1.638	-0.372993	2.1302	0.260949	0.737474	1.90492	-0.731442	-0.0358294	-0.986264	0.385872	-0.200224	-2.36484	1.70784	0.474923	-0.820507	2.44245	-1.92029	-1.28634	-2.43691	0.102612	1.67036	-2.75194	1.31331	-0.525555	1.97165	-0.3142	-0.00618125	1.1816	-2.77746	0.767952	1.41056	-0.0887411	0.389245	-0.266878	1.60666	0.548123	-1.57418	1.5482	
0.652292	2.06301	-0.433021	0.572985	1.42265	-3.30419	0.526754	0.0762321	1.61657	0.776447	0.183306	35.8216	0.183306	0.776447	1.61657	0.0762321	0.526754	-3.30419	1.42265	0.572985	-0.433021	2.06301	0.652292	0.981409	-1.29833	0.30217	0.956828	-4.0792	1.79581	-0.059869	-0.12712	0.605728	0.395527	0.97489	0.244893	-0.597143	-0.0133082	-3.24438	-0.701438	-2.18574	-2.63073	-0.036289	-1.23186	3.85691	0.504984	0.784554	1.40925	-0.170253	-0.602672	-2.83704	1.00846	0.0369784	-0.999872	4.12648	0.921033	3.36904	0.655865	-0.823606	1.12547	-3.84953	-0.661573	-0.766611	-0.601294	1.638	-0.372993	2.1302	0.260949	0.737474	1.90492	-0.731442	-0.0358294	-0.986264	0.385872	-0.200224	-2.36484	1.70784	0.474923	-0.820507	2.44245	-1.92029	-1.28634	-2.43691	0.102612	1.67036	-2.75194	1.31331	-0.525555	1.97165	-0.3142	-0.00618125	1.1816	-2.77746	0.767952	1.41056	-0.0887411	0.389245	-0.266878	1.60666	0.548123	-1.57418	
0.981409	0.652292	2.06301	-0.433021	0.572985	1.42265	-3.30419	0.526754	0.0762321	1.61657	0.776447	0.183306	35.8216	0.183306	0.776447	1.61657	0.0762321	0.526754	-3.30419	1.42265	0.572985	-0.433021	2.06301	0.652292	0.981409	-1.29833	0.30217	0.956828	-4.0792	1.79581	-0.059869	-0.12712	0.605728	0.395527	0.97489	0.244893	-0.597143	-0.0133082	-3.24438	-0.701438	-2.18574	-2.63073	-0.036289	-1.23186	3.85691	0.504984	0.784554	1.40925	-0.170253	-0.602672	-2.83704	1.00846	0.0369784	-0.999872	4.12648	0.921033	3.36904	0.655865	-0.823606	1.12547	-3.84953	-0.661573	-0.766611	-0.601294	1.638	-0.372993	2.1302	0.260949	0.737474	1.90492	-0.731442	-0.0358294	-0.986264	0.385872	-0.200224	-2.36484	1.70784	0.474923	-0.820507	2.44245	-1.92029	-1.28634	-2.43691	0.102612	1.67036	-2.75194	1.31331	-0.525555	1.97165	-0.3142	-0.00618125	1.1816	-2.77746	0.767952	1.41056	-0.0887411	0.389245	-0.266878	1.60666	0.548123	
-1.29833	0.981409	0.652292	2.06301	-0.433021	0.572985	1.42265	-3.30419	0.526754	0.0762321	1.61657	0.776447	0.183306	35.8216	0.183306	0.776447	1.61657	0.0762321	0.526754	-3.30419	1.42265	0.572985	-0.433021	2.06301	0.652292	0.981409	-1.29833	0.30217	0.956828	-4.0792	1.79581	-0.059869	-0.12712	0.605728	0.395527	0.97489	0.244893	-0.597143	-0.0133082	-3.24438	-0.701438	-2.18574	-2.63073	-0.036289	-1.23186	3.85691	0.504984	0.784554	1.40925	-0.170253	-0.602672	-2.83704	1.00846	0.0369784	-0.999872	4.12648	0.921033	3.36904	0.655865	-0.823606	1.12547	-3.84953	-0.661573	-0.766611	-0.601294	1.638	-0.372993	2.1302	0.260949	0.737474	1.90492	-0.731442	-0.0358294	-0.986264	0.385872	-0.200224	-2.36484	1.70784	0.474923	-0.820507	2.44245	-1.92029	-1.28634	-2.43691	0.102612	1.67036	-2.75194	1.31331	-0.525555	1.97165	-0.3142	-0.00618125	1.1816	-2.77746	0.767952	1.41056	-0.0887411	0.389245	-0.266878	1.60666	
0.30217	-1.29833	0.981409	0.652292	2.06301	-0.433021	0.572985	1.42265	-3.30419	0.526754	0.0762321	1.61657	0.776447	0.183306	35.8216	0.183306	0.776447	1.61657	0.0762321	0.526754	-3.30419	1.42265	0.572985	-0.433021	2.06301	0.652292	0.981409	-1.29833	0.30217	0.956828	-4.0792	1.79581	-0.059869	-0.12712	0.605728	0.395527	0.97489	0.244893	-0.597143	-0.0133082	-3.24438	-0.701438	-2.18574	-2.63073	-0.036289	-1.23186	3.85691	0.504984	0.784554	1.40925	-0.170253	-0.602672	-2.83704	1.00846	0.0369784	-0.999872	4.12648	0.921033	3.36904	0.655865	-0.823606	1.12547	-3.84953	-0.661573	-0.766611	-0.601294	1.638	-0.372993	2.1302	0.260949	0.737474	1.90492	-0.731442	-0.0358294	-0.986264	0.385872	-0.200224	-2.36484	1.70784	0.474923	-0.820507	2.44245	-1.92029	-1.28634	-2.43691	0.102612	1.67036	-2.75194	1.31331	-0.525555	1.97165	-0.3142	-0.00618125	1.1816	-2.77746	0.767952	1.41056	-0.0887411	0.389245	-0.266878	
0.956828	0.30217	-1.29833	0.981409	0.652292	2.06301	-0.433021	0.572985	1.42265	-3.30419	0.526754	0.0762321	1.61657	0.776447	0.183306	35.8216	0.183306	0.776447	1.61657	0.0762321	0.526754	-3.30419	1.42265	0.572985	-0.433021	2.06301	0.652292	0.981409	-1.29833	0.30217	0.956828	-4.0792	1.79581	-0.059869	-0.12712	0.605728	0.395527	0.97489	0.244893	-0.597143	-0.0133082	-3.24438	-0.701438	-2.18574	-2.63073	-0.036289	-1.23186	3.85691	0.504984	0.784554	1.40925	-0.170253	-0.602672	-2.83704	1.00846	0.0369784	-0.999872	4.12648	0.921033	3.36904	0.655865	-0.823606	1.12547	-3.84953	-0.661573	-0.766611	-0.601294	1.638	-0.372993	2.1302	0.260949	0.737474	1.90492	-0.731442	-0.0358294	-0.986264	0.385872	-0.200224	-2.36484	1.70784	0.474923	-0.820507	2.44245	-1.92029	-1.28634	-2.43691	0.102612	1.67036	-2.75194	1.31331	-0.525555	1.97165	-0.3142	-0.00618125	1.1816	-2.77746	0.767952	1.41056	-0.0887411	0.389245	
-4.0792	0.956828	0.30217	-1.29833	0.981409	0.652292	2.06301	-0.433021	0.572985	1.42265	-3.30419	0.526754	0.0762321	1.61657	0.776447	0.183306	35.8216	0.183306	0.776447	1.61657	0.0762321	0.526754	-3.30419	1.42265	0.572985	-0.433021	2.06301	0.652292	0.981409	-1.29833	0.30217	0.956828	-4.0792	1.79581	-0.059869	-0.12712	0.605728	0.395527	0.97489	0.244893	-0.597143	-0.0133082	-3.24438	-0.701438	-2.18574	-2.63073	-0.036289	-1.23186	3.85691	0.504984	0.784554	1.40925	-0.170253	-0.602672	-2.83704	1.00846	0.0369784	-0.999872	4.12648	0.921033	3.36904	0.655865	-0.823606	1.12547	-3.84953	-0.661573	-0.766611	-0.601294	1.638	-0.372993	2.1302	0.260949	0.737474	1.90492	-0.731442	-0.0358294	-0.986264	0.385872	-0.200224	-2.36484	1.70784	0.474923	-0.820507	2.44245	-1.92029	-1.28634	-2.43691	0.102612	1.67036	-2.75194	1.31331	-0.525555	1.97165	-0.3142	-0.00618125	1.1816	-2.77746	0.767952	1.41056	-0.0887411	
1.79581	-4.0792	0.956828	0.30217	-1.29833	0.981409	0.652292	2.06301	-0.433021	0.572985	1.42265	-3.30419	0.526754	0.0762321	1.61657	0.776447	0.183306	35.8216	0.183306	0.776447	1.61657	0.0762321	0.526754	-3.30419	1.42265	0.572985	-0.433021	2.06301	0.652292	0.981409	-1.29833	0.30217	0.956828	-4.0792	1.79581	-0.059869	-0.12712	0.605728	0.395527	0.97489	0.244893	-0.597143	-0.0133082	-3.24438	-0.701438	-2.18574	-2.63073	-0.036289	-1.23186	3.85691	0.504984	0.784554	1.40925	-0.170253	-0.602672	-2.83704	1.00846	0.0369784	-0.999872	4.12648	0.921033	3.36904	0.655865	-0.823606	1.12547	-3.84953	-0.661573	-0.766611	-0.601294	1.638	-0.372993	2.1302	0.260949	0.737474	1.90492	-0.731442	-0.0358294	-0.986264	0.385872	-0.200224	-2.36484	1.70784	0.474923	-0.820507	2.44245	-1.92029	-1.28634	-2.43691	0.102612	1.67036	-2.75194	1.31331	-0.525555	1.97165	-0.3142	-0.00618125	1.1816	-2.77746	0.767952	1.41056	
-0.059869	1.79581	-4.0792	0.956828	0.30217	-1.29833	0.981409	0.652292	2.06301	-0.433021	0.572985	1.42265	-3.30419	0.526754	0.0762321	1.61657	0.776447	0.183306	35.8216	0.183306	0.776447	1.61657	0.0762321	0.526754	-3.30419	1.42265	0.572985	-0.433021	2.06301	0.652292	0.981409	-1.29833	0.30217	0.956828	-4.0792	1.79581	-0.059869	-0.12712	0.605728	0.395527	0.97489	0.244893	-0.597143	-0.0133082	-3.24438	-0.701438	-2.18574	-2.63073	-0.036289	-1.23186	3.85691	0.504984	0.784554	1.40925	-0.170253	-0.602672	-2.83704	1.00846	0.0369784	-0.999872	4.12648	0.921033	3.36904	0.655865	-0.823606	1.12547	-3.84953	-0.661573	-0.766611	-0.601294	1.638	-0.372993	2.1302	0.260949	0.737474	1.90492	-0.731442	-0.0358294	-0.986264	0.385872	-0.200224	-2.36484	1.70784	0.474923	-0.820507	2.44245	-1.92029	-1.28634	-2.43691	0.102612	1.67036	-2.75194	1.31331	-0.525555	1.97165	-0.3142	-0.00618125	1.1816	-2.77746	0.767952	
-0.12712	-0.059869	1.79581	-4.0792	0.956828	0.30217	-1.29833	0.981409	0.652292	2.06301	-0.433021	0.572985	1.42265	-3.30419	0.526754	0.0762321	1.61657	0.776447	0.183306	35.8216	0.183306	0.776447	1.61657	0.0762321	0.526754	-3.30419	1.42265	0.572985	-0.433021	2.06301	0.652292	0.981409	-1.29833	0.30217	0.956828	-4.0792	1.79581	-0.059869	-0.12712	0.605728	0.395527	0.97489	0.244893	-0.597143	-0.0133082	-3.24438	-0.701438	-2.18574	-2.63073	-0.036289	-1.23186	3.85691	0.504984	0.784554	1.40925	-0.170253	-0.602672	-2.83704	1.00846	0.0369784	-0.999872	4.12648	0.921033	3.36904	0.655865	-0.823606	1.12547	-3.84953	-0.661573	-0.766611	-0.601294	1.638	-0.372993	2.1302	0.260949	0.737474	1.90492	-0.731442	-0.0358294	-0.986264	0.385872	-0.200224	-2.36484	1.70784	0.474923	-0.820507	2.44245	-1.92029	-1.28634	-2.43691	0.102612	1.67036	-2.75194	1.31331	-0.525555	1.97165	-0.3142	-0.00618125	1.1816	-2.77746	
0.605728	-0.12712	-0.059869	1.79581	-4.0792	0.956828	0.30217	-1.29833	0.981409	0.652292	2.06301	-0.433021	0.572985	1.42265	-3.30419	0.526754	0.0762321	1.61657	0.776447	0.183306	35.8216	0.183306	0.776447	1.61657	0.0762321	0.526754	-3.30419	1.42265	0.572985	-0.433021	2.06301	0.652292	0.981409	-1.29833	0.30217	0.956828	-4.0792	1.79581	-0.059869	-0.12712	0.605728	0.395527	0.97489	0.244893	-0.597143	-0.0133082	-3.24438	-0.701438	-2.18574	-2.63073	-0.036289	-1.23186	3.85691	0.504984	0.784554	1.40925	-0.170253	-0.602672	-2.83704	1.00846	0.0369784	-0.999872	4.12648	0.921033	3.36904	0.655865	-0.823606	1.12547	-3.84953	-0.661573	-0.766611	-0.601294	1.638	-0.372993	2.1302	0.260949	0.737474	1.90492	-0.731442	-0.0358294	-0.986264	0.385872	-0.200224	-2.36484	1.70784	0.474923	-0.820507	2.44245	-1.92029	-1.28634	-2.43691	0.102612	1.67036	-2.75194	1.31331	-0.525555	1.97165	-0.3142	-0.00618125	1.1816	
0.395527	0.605728	-0.12712	-0.059869	1.79581	-4.0792	0.956828	0.30217	-1.29833	0.981409	0.652292	2.06301	-0.433021	0.572985	1.42265	-3.30419	0.526754	0.0762321	1.61657	0.776447	0.183306	35.8216	0.183306	0.776447	1.61657	0.0762321	0.526754	-3.30419	1.42265	0.572985	-0.433021	2.06301	0.652292	0.981409	-1.29833	0.30217	0.956828	-4.0792	1.79581	-0.059869	-0.12712	0.605728	0.395527	0.97489	0.244893	-0.597143	-0.0133082	-3.24438	-0.701438	-2.18574	-2.63073	-0.036289	-1.23186	3.85691	0.504984	0.784554	1.40925	-0.170253	-0.602672	-2.83704	1.00846	0.0369784	-0.999872	4.12648	0.921033	3.36904	0.655865	-0.823606	1.12547	-3.84953	-0.661573	-0.766611	-0.601294	1.638	-0.372993	2.1302	0.260949	0.737474	1.90492	-0.731442	-0.0358294	-0.986264	0.385872	-0.200224	-2.36484	1.70784	0.474923	-0.820507	2.44245	-1.92029	-1.28634	-2.43691	0.102612	1.67036	-2.75194	1.31331	-0.525555	1.97165	-0.3142	-0.00618125	
0.97489	0.395527	0.605728	-0.12712	-0.059869	1.79581	-4.0792	0.956828	0.30217	-1.29833	0.981409	0.652292	2.06301	-0.433021	0.572985	1.42265	-3.30419	0.526754	0.0762321	1.61657	0.776447	0.183306	35.8216	0.183306	0.776447	1.61657	0.0762321	0.526754	-3.30419	1.42265	0.572985	-0.433021	2.06301	0.652292	0.981409	-1.29833	0.30217	0.956828	-4.0792	1.79581	-0.059869	-0.12712	0.605728	0.395527	0.97489	0.244893	-0.597143	-0.0133082	-3.24438	-0.701438	-2.18574	-2.63073	-0.036289	-1.23186	3.85691	0.504984	0.784554	1.40925	-0.170253	-0.602672	-2.83704	1.00846	0.0369784	-0.999872	4.12648	0.921033	3.36904	0.655865	-0.823606	1.12547	-3.84953	-0.661573	-0.766611	-0.601294	1.638	-0.372993	2.1302	0.260949	0.737474	1.90492	-0.731442	-0.0358294	-0.986264	0.385872	-0.200224	-2.36484	1.70784	0.474923	-0.820507	2.44245	-1.92029	-1.28634	-2.43691	0.102612	1.67036	-2.75194	1.31331	-0.525555	1.97165	-0.3142	
0.244893	0.97489	0.395527	0.605728	-0.12712	-0.059869	1.79581	-4.0792	0.956828	0.30217	-1.29833	0.981409	0.652292	2.06301	-0.433021	0.572985	1.42265	-3.30419	0.526754	0.0762321	1.61657	0.776447	0.183306	35.8216	0.183306	0.776447	1.61657	0.0762321	0.526754	-3.30419	1.42265	0.572985	-0.433021	2.06301	0.652292	0.981409	-1.29833	0.30217	0.956828	-4.0792	1.79581	-0.059869	-0.12712	0.605728	0.395527	0.97489	0.244893	-0.597143	-0.0133082	-3.24438	-0.701438	-2.18574	-2.63073	-0.036289	-1.23186	3.85691	0.504984	0.784554	1.40925	-0.170253	-0.602672	-2.83704	1.00846	0.0369784	-0.999872	4.12648	0.921033	3.36904	0.655865	-0.823606	1.12547	-3.84953	-0.661573	-0.766611	-0.601294	1.638	-0.372993	2.1302	0.260949	0.737474	1.90492	-0.731442	-0.0358294	-0.986264	0.385872	-0.200224	-2.36484	1.70784	0.474923	-0.820507	2.44245	-1.92029	-1.28634	-2.43691	0.102612	1.67036	-2.75194	1.31331	-0.525555	1.97165	
-0.597143	0.244893	0.97489	0.395527	0.605728	-0.12712	-0.059869	1.79581	-4.0792	0.956828	0.30217	-1.29833	0.981409	0.652292	2.06301	-0.433021	0.572985	1.42265	-3.30419	0.526754	0.0762321	1.61657	0.776447	0.183306	35.8216	0.183306	0.776447	1.61657	0.0762321	0.526754	-3.30419	1.42265	0.572985	-0.433021	2.06301	0.652292	0.981409	-1.29833	0.30217	0.956828	-4.0792	1.79581	-0.059869	-0.12712	0.605728	0.395527	0.97489	0.244893	-0.597143	-0.0133082	-3.24438	-0.701438	-2.18574	-2.63073	-0.036289	-1.23186	3.85691	0.504984	0.784554	1.40925	-0.170253	-0.602672	-2.83704	1.00846	0.0369784	-0.999872	4.12648	0.921033	3.36904	0.655865	-0.823606	1.12547	-3.84953	-0.661573	-0.766611	-0.601294	1.638	-0.372993	2.1302	0.260949	0.737474	1.90492	-0.731442	-0.0358294	-0.986264	0.385872	-0.200224	-2.36484	1.70784	0.474923	-0.820507	2.44245	-1.92029	-1.28634	-2.43691	0.102612	1.67036	-2.75194	1.31331	-0.525555	
